Patient ID,Visit#.x,Organism,Organism Group,Ampicillin,Ampicillin_RSI,Breed,Sex (0 = female; 1 = male),Neuter status (0 = castrated; 1 = not castrated),Age,Weight (kg),Color (0 = yellow/dark yellow/amber; 1 = straw; 2 = red/pink; 3 = brown/light & dark brown; 4 = other),Clarity (0 = clear; 1 = opaque/cloudy; 2 = SLhazy; 3 = hazy),USG,PH,Protein,Glucose,Ketones,Creatinine,Bilirubin...19,Hemoprotein,Sediment Vol,Volume,Lipid Layer,WBC (simplified),Pyuria (1 if >/=4),RBC (simplified),Crystals (0 = none 1 = rare; 2 = few; 3 = mod; 4 = many),Unknown,Amorphous,Phosphate,CaOx,Oxalate,Triple Phos,Ca Phos,Bilirubin...35,Struvite,Ca Carbonate,Ammonium biurate,Ammonium Urate,Tyrosine,Uric acid,Cholesterol,Cystine,Starch,Na urate,Urate,Biurate,Hemoglobin,Talcom,Epithelial Cells-Transitional,Epithelial Cells-Squamous,Epithelial Cells-Renal,Epithelial Cells-Caudate,Casts-Hyaline,Casts-Granular,Casts-Waxy,Casts-Cellular,Bacteria quantity,Bac Type,Lipid Droplets,Sperm,Growth (0 = growth),1st Organism Grown,Amount (organism/mL)...64,2nd Organism Grown,Amount (organism/mL)...66,3rd Organism Grown,Underlying conditions (no = 0; yes = 1),Number of vet visits,Hospitalization (no = 0; yes = 1),Duration of hospitalization (days),Antimicrobial therapy (no = 0; yes = 1),Duration of therapy (days)
477135,5126CY,Enterococcus faecalis,Enterococci,1,,K9-X,0,0,11.1,6.9,0,1,1.033,6,0,0,0,0,1,0,0.1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,3,0,0,Enterococcus Faecalis,9 x 10^2,,,,1,0,0,0,1,5
477144,1081CP,E. coli hemolytic,E. Coli,>1,Invalid,K9-GRIFF,0,0,7.1,24,0,1,1.017,8,0,0,0,0,0,150,0,5,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^4,,,,1,0,0,0,0,0
477148,1008CP,E. coli hemolytic,E. Coli,>1,Invalid,K9-X,0,0,7.7,24.7,0,1,1.025,8,0,0,0,0,0,0,0,5,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,0,1,1,0,0
477245,1786CP,E. coli non-hemolytic,E. Coli,>1,Invalid,K9-ST POOD,1,0,5.8,21.4,0,1,1.02,5,0,0,0,0,0,0,0.1,5,0,50,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Enterococcus Faecium,1 x 10^5,,,,1,1,0,0,1,14
477316,1288CP,Enterococcus faecalis,Enterococci,1,,K9-X,0,0,5.1,28,0,3,1.03,7,0,0,0,0,0,10,0.1,4.5,1,100,1,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,2,0,0,Enterococcus Faecalis,1 x 10^5,Hemolytic E. Coli,1 x 10^5,,1,1,1,9,0,0
477405,1400CP,Klebsiella pneumoniae,Klebsiella,>1,,K9-PIT BULL TERRIER,0,1,0,14,4,0,1.005,7,0,0,0,0,0,10,0,5,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Klebsiella Pneumoniae,1 x 10^2,,,,1,3,0,0,1,19
477409,73262EM,Staph. pseudintermedius,Staphylococcus,<=0.12,,K9-LAB,1,0,4.2,47.5,4,1,1.061,8,75,0,0,0,3,250,0,5,1,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,Staphylococcus Pseudintermedius,1 x 10^3,,,,0,1,1,12,0,0
477565,1307CQ,E. coli non-hemolytic,E. Coli,4,S,K9-GER SHEP,0,0,3.3,39,0,3,1.024,6,0,0,0,0,0,10,0,5,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,2,0,0,E. Coli,1 x 10^5,E. Coli,1 x 10^3,,1,0,1,1,0,0
477672,3478CP,E. coli non-hemolytic,E. Coli,>1,Invalid,K9-LAB,0,0,0,35,0,1,1.021,8,0,0,0,0,0,0,0,5,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,E. Coli,1 x 10^5,,,,1,1,0,0,1,14
477677,8682CP,Enterococcus faecium,Enterococci,>8,,K9-DOBIE,1,1,6.1,42.5,0,3,1.042,6,75,0,0,0,3,250,0,5,0,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,2,2,0,Enterococcus Faecium,1 x 10^5,,,,1,2,1,2,1,14
477680,4504CQ,E. coli hemolytic,E. Coli,>8,R,K9-X,1,0,0,4.9,0,2,1.014,6,0,0,0,0,0,10,0,5,1,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,2,1,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,0,1,1,1,14
477681,5119CR,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-X,0,0,0.2,11.1,0,0,1.031,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Staphylococcus Pseudintermedius,1 x 10^2,,,,1,0,0,0,0,0
477703,512CY,E. coli hemolytic,E. Coli,4,S,K9-X,0,0,1.9,24,0,2,1.022,8,0,0,0,0,0,0,0,5,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Hemolytic E. Coli,9 x 10^2,,,,1,0,0,0,0,0
477748,3195CS,Streptococcus canis,Streptococcus,,,K9-MIN SCHN,0,0,9,7.7,1,2,1.033,5,25,1000,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Streptococcus Canis,2.7 x 10^3,,,,1,3,1,2,0,0
477753,3602CP,Klebsiella aerogenes,Klebsiella,>1,,K9-BULL TER,0,0,3.1,17.2,1,0,1.01,6,150,0,0,0,0,10,0,5,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Enterobacter Aerogenes,4.4 x 10^3,,,,0,1,1,5,0,0
477758,73426EM,Proteus mirabilis,Proteus,1,,K9-COCKER,0,0,6,16.4,3,1,1.02,8,500,0,0,0,0,250,0.5,5,0,50,1,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,Proteus Mirabilis,1 x 10^5,,,,1,1,1,7,0,0
477767,3910CP,E. coli hemolytic,E. Coli,>1,Invalid,K9-LAB,0,0,2.1,35,0,3,1.018,8,150,0,0,0,0,10,0,5,1,20,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,>1 x 10^5,,,,1,1,1,7,0,0
477769,9862DI,E. coli non-hemolytic,E. Coli,2,S,K9-LAB,1,1,2.9,39,0,1,1.013,7,100,0,0,0,0,150,0.1,5,0,100,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,E. Coli,1 x 10^5,Enterococcus Faecalis,1 x 10^5,,1,2,1,41,0,0
477782,4024CP,E. coli hemolytic,E. Coli,>1,Invalid,K9-YORK TER,0,0,12,3.6,0,3,1.023,8,75,0,0,0,0,50,0,2.5,1,100,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,2,0,0,Hemolytic E. Coli,>1 x 10^5,,,,0,0,1,2,0,0
477793,4014CP,E. coli hemolytic,E. Coli,>1,Invalid,K9-LAB,0,0,3.7,36,0,1,1.045,9,25,0,5,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,3,0,0,Hemolytic E. Coli,1 x 10^4,,,,0,0,1,2,0,0
477804,4137CP,E. coli hemolytic,E. Coli,>1,Invalid,K9-E PT,1,0,9.5,23.3,0,3,1.008,7,0,0,0,0,0,250,0,5,1,10,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,>1 x 10^5,,,,0,4,1,2,0,0
477898,4585CP,E. coli non-hemolytic,E. Coli,>1,Invalid,K9-LAB,1,0,4.6,24,0,1,1.021,7,25,0,0,0,3,10,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,3,0,0,E. Coli,1 x 10^5,,,,0,0,1,4,0,0
477970,5872CP,E. coli non-hemolytic,E. Coli,4,S,K9-SCHIPPERKE,1,0,8.2,8.7,3,1,1.046,7,500,0,0,0,3,250,0.2,5,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E. Coli,5 x 10^2,,,,1,2,1,3,0,0
478025,1578CS,E. coli hemolytic,E. Coli,4,S,K9-ENG BULL,1,0,8.7,18,0,3,1.016,6,0,0,0,0,0,0,0,5,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,3,0,0,1,15
478114,1842CY,Proteus mirabilis,Proteus,1,,K9-GRT DANE,0,0,6.7,64.4,0,1,1.023,8,25,0,0,0,3,250,0,5,1,100,1,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2,0,0,Proteus Mirabilis,1 x 10^5,,,,1,0,1,1,0,0
478233,7423CU,E. coli hemolytic,E. Coli,2,S,K9-DOBIE,1,0,11.3,50.6,0,0,1.013,8,0,0,0,0,0,50,0,5,1,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,0,0,0,1,48
478247,432CQ,Coagulase Negative Staph Group,Staphylococcus,<=0.25,,K9-LAB,0,0,8.1,26.5,3,1,1.033,9,75,0,0,0,0,250,0,5,1,10,1,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,Coagulase Negative Staphylococcus,>1 x 10^5,,,,1,3,0,0,0,0
478337,4658CQ,E. coli hemolytic,E. Coli,2,S,K9-LAB,1,1,12.1,34.4,0,1,1.018,5,150,0,0,0,3,250,0.2,5,0,100,1,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,2,1,1,0,0
478512,5836CU,Pseudomonas aeruginosa,Pseudomonas,>8,,K9-LAB,0,0,12.2,36,3,1,1.021,8,500,0,0,0,1,250,0,3.5,1,20,1,100,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,Pseudomonas Aeruginosa,1 x 10^5,,,,1,3,0,0,1,13
478516,8693CS,E. coli hemolytic,E. Coli,>8,R,K9-MASTIFF,0,0,3,70.5,4,1,1.039,7,150,0,5,0,3,250,0.1,1.5,0,100,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,Hemolytic E. Coli,1 x 10^5,Enterococcus sp,1 x 10^3,,0,3,1,1,0,0
478578,5296CP,Mycoplasma Sp.,Mycoplasma,,,K9-X,0,0,10.9,16,0,1,1.021,9,25,0,0,0,0,250,0,3.5,1,10,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,Mycoplasma,1 x 10^4,,,,1,3,0,0,0,0
478658,5841CP,E. coli hemolytic,E. Coli,4,S,K9-GER SHEP,0,0,2.2,24,1,3,1.009,7,0,0,0,0,0,150,0,5,0,10,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,Hemolytic E. Coli,>1 x 10^5,,,,0,0,0,0,1,14
478712,6070CP,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-X/TIB TERR,0,0,1.1,12.1,0,1,1.037,6,25,0,0,0,3,250,0,5,1,10,1,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,2,1,3,0,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,0,0,1,4,1,7
478736,6502CP,Corynebacterium Sp.,Corynebacterium,,,K9-AM ESK,0,0,12.2,11.6,0,3,1.022,8,0,0,0,0,0,250,0,5,0,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Corynebacterium,2 x 10^2,,,,1,2,0,0,0,0
478755,2760CZ,E. coli hemolytic,E. Coli,8,S,K9-ROTT,0,1,3.4,55.8,0,3,1.035,8,25,0,0,0,0,0,0,4,1,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,Hemolytic E. Coli,2 x 10^3,,,,1,0,0,0,1,10
478766,1624CR,Staph intermedius group,Staphylococcus,>8,,K9-X,0,0,12.2,4.5,0,3,1.011,8,150,0,0,0,0,250,0.1,4,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Staphylococcus Intermedius group,>1 x 10^5,,,,1,1,0,0,0,0
478778,7160CP,E. coli non-hemolytic,E. Coli,>8,R,K9-PUG,0,0,13.2,9.9,0,1,1.025,6,25,0,0,0,0,10,0,5,0,100,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,E. Coli,>1 x 10^5,,,,0,1,1,2,1,18
478834,1477CY,E. coli non-hemolytic,E. Coli,>8,R,K9-LAB,1,0,12.2,43,0,3,1.011,8,0,0,0,0,0,50,0,5,1,50,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,E. Coli,1 x 10^5,,0,0,1,2,0,0
478855,7374CP,Enterococcus faecalis,Enterococci,1,,K9-ENG BULL,0,0,7.2,29.7,0,3,1.026,6,75,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,Enterococcus Faecalis,1 x 10^5,,,,1,1,0,0,1,42
478901,8356CR,Coagulase Negative Staph Group,Staphylococcus,<=0.25,,K9-X,0,0,13.6,7.8,0,1,1.035,7,25,0,0,0,3,10,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,Coagulase Negative Staphylococcus,5 x 10^2,,,,0,0,0,0,0,0
478935,7888CP,E. coli non-hemolytic,E. Coli,2,S,K9-CV KC SPAN,0,0,6.9,8.5,0,1,1.043,8,25,0,0,0,0,50,0,5,1,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,0,0,E. Coli,1 x 10^4,,,,0,0,1,1,0,0
479110,8350CP,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-DACH,0,0,10,10.1,0,3,1.017,7,0,0,0,0,0,10,0,5,1,20,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,Staphylococcus Pseudintermedius,>1 x 10^5,,,,1,2,1,4,0,0
479188,8958CP,Staph intermedius group,Staphylococcus,<=0.25,,K9-PUG,0,0,12.7,10.7,0,2,1.029,6,0,0,0,0,0,10,0,4,1,20,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,Staphylococcus Intermedius group,2.9 x 10^3,,,,1,1,0,0,1,7
479286,5099CR,E. coli hemolytic,E. Coli,4,S,K9-LAB,0,1,0.8,27.7,2,1,1.014,7,150,0,0,0,1,250,0,4.5,0,50,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,Hemolytic E. Coli,>1 x 10^5,,,,1,0,1,1,0,0
479352,7179DH,Enterococcus faecalis,Enterococci,1,,K9-X,0,0,12,24,0,2,1.012,5,15,0,0,0,0,0,0,5,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,3,2,0,0,Enterococcus Faecalis,1 x 10^5,,,,1,0,0,0,0,0
479445,5640CS,Streptococcus canis,Streptococcus,<=0.25,,K9-GOLD RET,1,0,7.5,43.6,0,2,1.022,7,75,0,0,0,0,0,0,4.5,0,10,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,Streptococcus Canis,>1 x 10^5,,,,1,0,0,0,0,0
479462,73708EM,Mycoplasma Sp.,Mycoplasma,,,K9-P W CORG,0,0,9.2,15.4,0,0,1.01,7,0,0,0,0,0,0,0,5,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Mycoplasma,1 x 10^4,,,,0,2,1,7,0,0
479497,9838CP,E. coli hemolytic,E. Coli,2,S,K9-BRIARD,1,0,4.7,36,0,3,1.004,8,0,0,0,0,0,150,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,4,0,0,1,7
479542,378CQ,Staph intermedius group,Staphylococcus,<=0.25,,K9-SCHNAUZER,0,0,5.9,6.6,0,1,1.016,8,150,0,0,0,0,250,0,5,1,100,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,2,0,0,Staphylococcus Intermedius group,1 x 10^5,,,,1,0,0,0,0,0
479554,452CQ,Enterococcus faecalis,Enterococci,1,,K9-HAVANESE,0,0,2.2,6.3,0,2,1.025,7,0,0,0,0,0,10,0,4.5,1,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,2,0,0,Enterococcus Faecalis,2 x 10^3,,,,1,0,0,0,1,21
479625,3125CQ,E. coli non-hemolytic,E. Coli,4,S,K9-MIN SCHN,0,0,6.6,11.2,0,3,1.017,7,0,0,0,0,0,50,0.1,5,1,50,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,2,2,0,0,E. Coli,1 x 10^5,,,,1,0,0,0,0,0
479644,489658M,E. coli hemolytic,E. Coli,>8,R,K9-LAB,0,1,1.2,21.5,4,1,1.025,8,75,0,0,0,1,250,0.1,5,0,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,Hemolytic E. Coli,>1 x 10^5,,,,0,1,0,0,0,0
479757,5572DB,E. coli non-hemolytic,E. Coli,8,S,K9-HAVANESE,1,0,9.8,6.5,0,3,1.055,7,150,0,0,0,0,250,0,3,0,10,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,Klebsiella Pneumoniae,>1 x 10^5,,,,1,1,1,3,0,0
479880,2729CQ,Enterococcus species,Enterococci,0.5,,K9-PUG,0,0,0,8.2,0,0,1.026,8,0,0,0,0,0,10,0,4,1,20,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Enterococcus sp,1 x 10^5,,,,1,0,0,0,0,0
479918,1441CQ,Enterococcus faecalis,Enterococci,1,,K9-SCOT TER,0,0,9,10.7,0,1,1.025,7,500,0,0,0,0,0,0,5,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,Enterococcus Faecalis,1 x 10^5,,,,0,1,1,3,0,0
479938,2428CQ,Mycoplasma Sp.,Mycoplasma,,,K9-B FRISE,1,0,3.3,6.1,2,1,1.019,7,500,0,0,0,0,250,0,1.5,0,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,Mycoplasma,1 x 10^4,,,,1,0,0,0,1,28
479949,432CW,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-GER SHEP,0,0,12.7,32.6,0,1,1.024,7,0,0,0,0,3,10,0,5,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,Staphylococcus Pseudintermedius,>1 x 10^5,Staphylococcus Pseudintermedius (2nd type),1 x 10^3,,0,2,0,0,0,0
479959,2294CQ,Staph intermedius group,Staphylococcus,<=0.25,,K9-MALTESE,1,0,10,7.4,0,1,1.05,7,25,1000,0,0,0,50,0,4.5,1,100,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,2,0,0,Staphylococcus Intermedius group,>1 x 10^5,,,,1,1,0,0,0,0
479988,4154CQ,E. coli hemolytic,E. Coli,2,S,K9-PIT BULL TERRIER,0,0,3.3,24,0,2,1.032,8,0,0,0,0,0,0,0,4,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,Enterococcus Faecalis,1 x 10^5,,0,2,0,0,0,0
480055,3154CQ,E. coli non-hemolytic,E. Coli,>8,R,K9-AUS CTL,0,0,10.6,21,0,1,1.036,6,25,0,0,0,0,10,0,4,1,100,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,1,0,0,E. Coli,1 x 10^5,E. Coli,1 x 10^3,,1,0,0,0,0,0
480136,3356CQ,E. coli non-hemolytic,E. Coli,8,S,K9-GOLD RET,1,0,5.5,34,4,1,1.011,8,25,0,0,0,0,250,0,5,0,50,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,E. Coli,1 x 10^5,,,,1,0,0,0,1,42
480190,3633CQ,Staph intermedius group,Staphylococcus,<=0.25,,K9-CHI,0,0,3.3,5.4,3,1,1.025,7,75,0,0,0,1,250,0,2.5,1,100,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,2,0,0,Staphylococcus Intermedius group,1 x 10^5,,,,0,0,0,0,1,7
480285,6009CQ,Streptococcus viridans,Streptococcus,,,K9-X/GER SHEP,1,0,10.4,24.7,0,2,1.015,8,0,0,0,0,0,0,0,5,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,2,2,0,0,Proteus Mirabilis,1 x 10^4,E. Coli,1 x 10^4,Pseudomonas sp,0,0,1,3,0,0
480367,4528CQ,Proteus mirabilis,Proteus,1,,K9-BERNESE,0,0,1.3,49,2,0,1.006,7,150,0,0,0,0,250,0,3,1,50,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,1,0,0,Proteus Mirabilis,1 x 10^4,,,,0,1,1,1,1,7
480541,5518CQ,Staphylococcus species,Staphylococcus,>8,,K9-ST BERN,0,0,7.3,48,2,1,1.027,8,150,0,0,0,0,250,0.1,3,1,50,1,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,1,0,0,Staphylococcus Pseudintermedius,>1 x 10^5,Staphylococcus Intermedius group,>1 x 10^5,Corynebacterium,1,0,1,5,1,10
480587,5687CQ,E. coli non-hemolytic,E. Coli,2,S,K9-X/AUS CTL/LAB,1,0,14.4,29.3,0,0,1.014,6,25,0,0,0,0,10,0,5,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,1,0,0,E. Coli,1 x 10^5,,,,1,2,1,3,0,0
480600,6010CQ,Enterobacterales,Enterobacteriaceae,>8,,K9-X/TERRIER,1,0,5.8,7.8,0,1,1.02,8,0,0,0,0,0,250,0.1,2.5,1,100,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,2,0,0,Enteric sp,>1 x 10^5,,,,0,2,1,11,0,0
480719,7099CQ,E. coli hemolytic,E. Coli,2,S,K9-X/ROTT,0,0,4.4,50.6,0,1,1.027,7,25,0,0,0,0,50,0,5,1,100,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,0,1,2,1,5
