Patient ID,Visit#,Date of Test,Organism,Organism Group,Ampicillin,Ampicillin_RSI,Amoxi/Clav,Amoxi/Clav_RSI,Oxacillin,Penicillin,Piper/Tazob,Cefazolin,Cefazolin_RSI,Cefovecin,Cefovecin_RSI,Cefpodoxime,Cefpodoxime_RSI,Ceftazadime,Cephalexin,Cephalothin,Amikacin,Amikacin_RSI,Gentamicin,Gentamicin_RSI,Chloramphenicol,Chloramphenicol_RSI,Doxycycline,Doxycycline_RSI,Minocycline,Minocycline_RSI,Tetracycline,Tetracycline_RSI,Enrofloxacin,Marbofloxacin,Orbifloxacin,Orbifloxacin_RSI,Pradofloxacin,Pradofloxacin_RSI,Trim/Sulfa,Trim/Sulfa_RSI,Clindamycin,Erythromycin,Nitrofurantoin,Nitrofurantoin_RSI,Vancomycin,Rifampin,Imipenem,Imipenem_RSI
466668,8327CP,42439,Pseudomonas aeruginosa,Pseudomonas,>8,,>8,,,,<=8,>32,,>8,,>8,,8,>16,,<=4,,2,,>32,,>8,,,,>16,,1,0.5,4,,0.5,,1,,,,,,,,2,
479110,8350CP,42440,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.25,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
477677,8682CP,42443,Enterococcus faecium,Enterococci,>8,,>8,,>2,>8,,>4,,>8,,>8,,,,>4,32,,<=4,,<=8,,>0.5,,>2,,>1,,>4,>4,,,>2,,>4,,<=0.5,2,>64,,<=1,>2,>4,
436665,8752CP,42444,E. coli hemolytic,E. Coli,2,S,2,S,,,<=8,<=1,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,>4,R,,,,,,,<=1,S
409471,8796CP,42444,E. coli non-hemolytic,E. Coli,2,S,4,S,,,<=8,<=1,S,<=0.25,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
479188,8958CP,42445,Staph intermedius group,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
445877,9057CP,42445,Enterococcus faecalis,Enterococci,1,,0.5,,>2,4,,>4,,>8,,>8,,,,>4,>32,,16,,<=8,,0.5,,<=0.5,,>1,,2,4,,,1,,<=2,,>4,0.5,<=16,,<=1,>2,<=1,
475332,8906CP,42445,Proteus mirabilis,Proteus,1,,1,,,,<=8,4,,<=0.25,,<=1,,<=4,8,,8,,1,,8,,>8,,,,>16,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
465437,9740CP,42451,Staphylococcus intermedius,Staphylococcus,>8,,8,,>2,>8,,>4,,>8,,>8,,,,>4,<=16,,<=4,,>32,,>0.5,,>2,,>1,,>4,>4,,,>2,,>4,,>4,>4,<=16,,<=1,<=1,<=1,
479497,9838CP,42452,E. coli hemolytic,E. Coli,2,S,2,S,,,<=8,2,S,1,S,<=1,S,<=4,4,,<=4,S,1,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
469500,341CQ,42457,E. coli non-hemolytic,E. Coli,>8,S,>8,R,,,<=8,>32,S,>8,R,>8,R,>16,>16,,<=4,S,1,S,4,S,2,S,,,0,S,>4,>4,>8,R,>2,R,<=0.5,S,,,,,,,<=1,S
479542,378CQ,42457,Staph intermedius group,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
478247,432CQ,42458,Coagulase Negative Staph Group,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.25,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
479554,452CQ,42458,Enterococcus faecalis,Enterococci,1,,0.5,,>2,4,,>4,,>8,,>8,,,,>4,>32,,16,,<=8,,>0.5,,>2,,>1,,1,2,,,<=0.25,,<=2,,>4,>4,<=16,,2,>2,<=1,
473638,1084CQ,42461,E. coli non-hemolytic,E. Coli,4,S,8,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,16,I,8,I,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
479462,73708EM,42463,Mycoplasma Sp.,Mycoplasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469095,1202CQ,42464,Klebsiella pneumoniae,Klebsiella,>8,,2,,,,<=8,<=1,,0.5,,<=1,,<=4,4,,<=4,,<=0.25,,4,,8,,,,>16,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
477565,1307CQ,42465,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,<=1,S,1,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
465853,1389CQ,42465,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
479918,1441CQ,42465,Enterococcus faecalis,Enterococci,1,,0.5,,>2,2,,>4,,8,,4,,,,>4,>32,,8,,<=8,,<=0.12,,<=0.5,,<=0.25,,1,2,,,<=0.25,,<=2,,>4,<=0.25,<=16,,<=1,2,<=1,
402146,1796CQ,42467,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,<=1,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,4,S,,,<=4,S,<=0.12,<=0.12,2,I,<=0.25,S,<=0.5,S,,,,,,,<=1,S
470641,1848CQ,42467,E. coli non-hemolytic,E. Coli,>8,S,8,S,,,<=8,4,S,1,S,<=1,S,<=4,16,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
433573,2035CQ,42468,E. coli non-hemolytic,E. Coli,8,S,4,S,,,<=8,2,S,2,S,<=1,S,<=4,8,,<=4,S,1,S,16,I,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
451033,2074CQ,42468,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,<=1,S,0.5,S,<=1,S,<=4,4,,<=4,S,1,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
453966,2129CQ,42471,Staph intermedius group,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.25,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,0.5,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
479959,2294CQ,42471,Staph intermedius group,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
474658,2299CQ,42471,E. coli hemolytic,E. Coli,2,S,2,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,0.25,0.25,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
376765,2407CQ,42472,Staph intermedius group,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.25,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
479938,2428CQ,42472,Mycoplasma Sp.,Mycoplasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445341,2580CQ,42473,E. coli non-hemolytic,E. Coli,>8,S,8,S,,,<=8,>32,S,>8,R,>8,R,<=4,>16,,<=4,S,0.5,S,8,S,>8,I,,,>16,R,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
479880,2729CQ,42474,Enterococcus species,Enterococci,0.5,,0.5,,>2,2,,>4,,>8,,>8,,,,>4,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,2,4,,,0.5,,<=2,,4,1,<=16,,<=1,<=1,<=1,
474615,2970CQ,42475,Corynebacterium species,Corynebacterium,<=0.25,,0.5,,1,<=0.06,,<=2,,0.5,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,>4,>4,,,>2,,>4,,<=0.5,<=0.25,64,,<=1,<=1,<=1,
454710,3014CQ,42475,Enterococcus faecalis,Enterococci,1,,0.5,,>2,4,,>4,,>8,,8,,,,>4,>32,,16,,<=8,,0.25,,<=0.5,,0.5,,2,4,,,0.5,,<=2,,>4,0.5,<=16,,<=1,2,<=1,
456685,73795EM,42476,E. coli hemolytic,E. Coli,2,S,2,S,,,<=8,<=1,S,<=0.25,S,<=1,S,<=4,4,,<=4,S,0.5,S,4,S,0.5,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
479625,3125CQ,42478,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,>8,I,,,>16,R,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
480055,3154CQ,42478,E. coli non-hemolytic,E. Coli,>8,S,8,S,,,<=8,>32,S,>8,R,>8,R,<=4,>16,,<=4,S,>8,R,4,S,8,I,,,>16,R,>4,>4,>8,R,>2,R,>4,R,,,,,,,<=1,S
411506,3161CQ,42478,E. coli hemolytic,E. Coli,>8,S,>8,R,,,<=8,8,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,>32,R,0.5,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,>4,R,,,,,,,<=1,S
480136,3356CQ,42479,E. coli non-hemolytic,E. Coli,8,S,8,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
480190,3633CQ,42480,Staph intermedius group,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,<=8,,>0.5,,>2,,>1,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
446705,3825CQ,42481,E. coli non-hemolytic,E. Coli,2,S,4,S,,,<=8,<=1,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
471232,3894CQ,42482,Corynebacterium Sp.,Corynebacterium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479988,4154CQ,42485,E. coli hemolytic,E. Coli,2,S,2,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
473649,4200CQ,42486,Enterococcus faecium,Enterococci,>8,,>8,,>2,>8,,>4,,>8,,>8,,,,>4,>32,,>16,,16,,<=0.12,,<=0.5,,<=0.25,,>4,>4,,,>2,,>4,,>4,>4,64,,<=1,>2,>4,
477680,4504CQ,42487,E. coli hemolytic,E. Coli,>8,S,>8,R,,,<=8,>32,S,>8,R,>8,R,8,>16,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
480367,4528CQ,42487,Proteus mirabilis,Proteus,1,,0.5,,,,<=8,4,,<=0.25,,<=1,,<=4,8,,<=4,,<=0.25,,8,,>8,,,,>16,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
478337,4658CQ,42488,E. coli hemolytic,E. Coli,2,S,2,S,,,<=8,<=1,S,<=0.25,S,<=1,S,<=4,4,,8,I,0.5,S,4,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
444761,5183CQ,42492,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.25,,<=2,,,,<=2,<=16,,<=4,,<=8,,>0.5,,>2,,>1,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,>4,<=16,,<=1,<=1,<=1,
480541,5518CQ,42494,Staphylococcus species,Staphylococcus,>8,,8,,>2,>8,,>4,,>8,,>8,,,,>4,<=16,,<=4,,>32,,>0.5,,2,,>1,,>4,>4,,,>2,,<=2,,>4,>4,<=16,,<=1,<=1,<=1,
480563,5379CQ,42494,E. coli non-hemolytic,E. Coli,>8,S,8,S,,,<=8,4,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
410642,5571CQ,42494,Klebsiella oxytoca,Klebsiella,>8,,2,,,,<=8,4,,<=0.25,,<=1,,<=4,4,,<=4,,0.5,,<=2,,1,,,,<=4,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
480587,5687CQ,42495,E. coli non-hemolytic,E. Coli,2,S,4,S,,,<=8,<=1,S,0.5,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
480285,6009CQ,42499,Streptococcus viridans,Streptococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480734,6596CQ,42501,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,0.25,,<=2,,0.5,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
480172,5869CQ,42502,E. coli hemolytic,E. Coli,>8,S,>8,R,,,32,>32,S,>8,R,>8,R,>16,>16,,<=4,S,0.5,S,>32,R,8,I,,,>16,R,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
480757,6773CQ,42502,Proteus vulgaris,Proteus,>8,,2,,,,<=8,>32,,<=0.25,,<=1,,<=4,>16,,<=4,,0.5,,4,,4,,,,8,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
480600,6010CQ,42504,Enterobacterales,Enterobacteriaceae,>8,,1,,,,<=8,4,,0.5,,<=1,,<=4,8,,<=4,,<=0.25,,4,,0.5,,,,<=4,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
480719,7099CQ,42506,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,<=1,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
361900,7276CQ,42507,E. coli non-hemolytic,E. Coli,2,S,8,S,,,<=8,<=1,S,0.5,S,<=1,S,<=4,4,,<=4,S,<=0.25,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
480907,7336CQ,42507,Enterococcus faecalis,Enterococci,1,,1,,>2,4,,>4,,>8,,>8,,,,>4,>32,,16,,<=8,,0.25,,<=0.5,,0.5,,1,2,,,0.5,,<=2,,>4,1,<=16,,<=1,>2,<=1,
464634,7809CQ,42510,E. coli non-hemolytic,E. Coli,2,S,4,S,,,<=8,<=1,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
480968,7842CQ,42510,E. coli non-hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
451429,7992CQ,42513,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,1,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
446248,8207CQ,42514,E. coli hemolytic,E. Coli,2,S,2,S,,,<=8,<=1,S,<=0.25,S,<=1,S,<=4,4,,<=4,S,0.5,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
481490,74172EM,42521,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,<=1,S,0.5,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
481448,9517CQ,42523,Staph intermedius group,Staphylococcus,<=0.25,,<=0.25,,<=0.25,0.5,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
481429,9495CQ,42525,Pseudomonas aeruginosa,Pseudomonas,>8,,>8,,,,<=8,>32,,>8,,>8,,<=4,>16,,<=4,,0.5,,32,,8,,,,8,,0.25,0.25,<=1,,<=0.25,,>4,,,,,,,,<=1,
481598,49CR,42528,E. coli hemolytic,E. Coli,>8,S,4,S,,,<=8,2,S,<=0.25,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
481596,74238EM,42529,Staph intermedius group,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,<=8,,>0.5,,1,,>1,,<=0.25,<=1,,,<=0.25,,4,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
481645,472CR,42530,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,<=1,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
455377,552CR,42531,Proteus mirabilis,Proteus,2,,1,,,,<=8,4,,<=0.25,,<=1,,<=4,8,,<=4,,1,,8,,>8,,,,>16,,0.25,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
470111,1019CR,42535,E. coli hemolytic,E. Coli,4,S,8,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,2,S,8,S,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
481958,1192CR,42537,Proteus mirabilis,Proteus,0.5,,1,,,,<=8,4,,<=0.25,,<=1,,<=4,8,,<=4,,1,,8,,>8,,,,>16,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
481788,74268EM,42538,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,<=1,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
478766,1624CR,42538,Staph intermedius group,Staphylococcus,>8,,>8,,>2,>8,,>4,,>8,,>8,,,,4,<=16,,8,,>32,,>0.5,,>2,,>1,,>4,>4,,,2,,<=2,,>4,>4,<=16,,<=1,<=1,<=1,
482426,1667CR,42543,Enterococcus faecalis,Enterococci,1,,0.5,,>2,4,,>4,,>8,,>8,,,,>4,>32,,16,,<=8,,>0.5,,>2,,>1,,1,2,,,<=0.25,,<=2,,>4,>4,<=16,,<=1,>2,<=1,
480850,2464CR,42544,E. coli non-hemolytic,E. Coli,>8,S,>8,R,,,<=8,>32,S,>8,R,>8,R,16,>16,,<=4,S,0.5,S,8,S,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
470472,74355EM,42546,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,1,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
481733,912CR,42548,Enterococcus faecalis,Enterococci,1,,1,,>2,4,,>4,,>8,,>8,,,,>4,>32,,8,,<=8,,>0.5,,>2,,>1,,2,4,,,0.5,,<=2,,>4,1,<=16,,2,>2,<=1,
481541,74372EM,42548,Salmonella group - B,Salmonella,2,,1,,,,<=8,2,,1,,<=1,,<=4,4,,<=4,,0.5,,4,,2,,,,<=4,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
468578,2805CR,42548,Strep. bovis-equinus complex,Streptococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.12,,<=2,,,,<=2,32,,<=4,,<=8,,>0.5,,>2,,>1,,1,2,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
482152,3104CR,42550,Staph intermedius group,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,<=8,,>0.5,,1,,>1,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
482250,3277CR,42551,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.25,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
482264,74393EM,42552,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,<=1,S,<=0.25,S,<=1,S,<=4,4,,<=4,S,0.5,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
444436,3577CR,42553,E. coli non-hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,1,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
472610,4003CR,42557,E. coli non-hemolytic,E. Coli,2,S,4,S,,,<=8,<=1,S,1,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
482085,4223CR,42558,E. coli hemolytic,E. Coli,>8,S,8,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
375307,4098CR,42558,E. coli non-hemolytic,E. Coli,8,S,8,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,16,I,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
482652,4517CR,42562,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.25,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
482659,4565CR,42562,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
479286,5099CR,42565,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,<=1,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
477681,5119CR,42565,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,1,0.25,,<=2,,1,,<=2,,,,<=2,<=16,,<=4,,<=8,,>0.5,,>2,,>1,,>4,>4,,,2,,>4,,>4,>4,<=16,,<=1,<=1,<=1,
454701,5394CR,42567,E. coli,E. Coli,4,S,8,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
482835,5618CR,42569,E. coli hemolytic,E. Coli,>8,S,>8,R,,,<=8,8,S,0.5,S,<=1,S,<=4,4,,<=4,S,1,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,>4,R,,,,,,,<=1,S
482783,5633CR,42570,Staph intermedius group,Staphylococcus,<=0.25,,<=0.25,,<=0.25,0.12,,<=2,,0.25,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
442901,6086CR,42572,E. coli non-hemolytic,E. Coli,2,S,2,S,,,<=8,<=1,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,16,I,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
453108,6237CR,42573,E. coli hemolytic,E. Coli,4,S,8,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
482999,6740CR,42578,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
483059,479407M,42579,Enterococcus faecalis,Enterococci,2,,1,,>2,4,,>4,,>8,,>8,,,,>4,>32,,16,,<=8,,>0.5,,>2,,>1,,0.5,2,,,<=0.25,,<=2,,>4,1,<=16,,2,2,<=1,
