Patient ID,Visit#.x,Date of Test.x,Organism,Organism Group,Ampicillin,Ampicillin_RSI,Breed,Sex (0 = female; 1 = male),Neuter status (0 = castrated; 1 = not castrated),Age,Weight (kg),Color (0 = yellow/dark yellow/amber; 1 = straw; 2 = red/pink; 3 = brown/light & dark brown; 4 = other),Clarity (0 = clear; 1 = opaque/cloudy; 2 = SLhazy; 3 = hazy),USG,PH,Protein,Glucose,Ketones,Creatinine,Bilirubin...19,Hemoprotein,Sediment Vol,Volume,Lipid Layer,WBC (simplified),Pyuria (1 if >/=4),RBC (simplified),Crystals (0 = none 1 = rare; 2 = few; 3 = mod; 4 = many),Unknown,Amorphous,Phosphate,CaOx,Oxalate,Triple Phos,Ca Phos,Bilirubin...35,Struvite,Ca Carbonate,Ammonium biurate,Ammonium Urate,Tyrosine,Uric acid,Cholesterol,Cystine,Starch,Na urate,Urate,Biurate,Hemoglobin,Talcom,Epithelial Cells-Transitional,Epithelial Cells-Squamous,Epithelial Cells-Renal,Epithelial Cells-Caudate,Casts-Hyaline,Casts-Granular,Casts-Waxy,Casts-Cellular,Bacteria quantity,Bac Type,Lipid Droplets,Sperm,Growth (0 = growth),1st Organism Grown,Amount (organism/mL)...64,2nd Organism Grown,Amount (organism/mL)...66,3rd Organism Grown,Amount (organism/mL)...68,Underlying conditions (no = 0; yes = 1),Number of vet visits,Hospitalization (no = 0; yes = 1),Duration of hospitalization (days),U-cath placement (no = 0; yes = 1),Duration of U-cath placement (days),Antimicrobial therapy (no = 0; yes = 1),Duration of therapy (days),Antimicrobial class
475969,550628M,44022,Proteus mirabilis,Proteus,1,,K9-FR BULL,0,0,4.6,10,0,1,1.047,8,100,0,5,0,0,250,0.1,2.3,1,50,1,100,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,Proteus Mirabilis,1 x 10^5,,,,,1,0,0,0,0,0,0,0,
475985,860CP,42382,E. coli non-hemolytic,E. Coli,>1,Invalid,K9-YORK TER,0,0,7.5,1.9,0,2,1.014,6,75,0,0,0,0,10,0,4,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,E. Coli,1 x 10^5,,,,,1,0,0,0,0,0,0,0,
476250,5149CT,42739,Enterococcus faecalis,Enterococci,1,,K9-ST POOD,0,0,5.5,24.5,0,1,1.037,9,25,0,5,0,0,0,0,4.5,1,100,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,2,0,0,Enterococcus Faecalis,>1 x 10^5,,,,,0,0,0,0,0,0,0,0,
476258,1378CP,42388,Proteus mirabilis,Proteus,1,,K9-DACH,0,0,15,6.4,0,1,1.016,9,25,0,0,0,0,250,0,3,1,100,1,50,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Proteus Mirabilis,1 x 10^5,E. Coli,1 x 10^4,,,0,1,0,0,0,0,0,0,
476262,9976CO,42374,E. coli non-hemolytic,E. Coli,>1,Invalid,K9-LAB,0,0,8.1,34.5,0,2,1.026,0,0,0,0,0,0,0,0,0.5,1,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,2,0,0,E. Coli,1 x 10^5,,,,,1,0,0,0,0,0,1,14,Penicillin
476267,522CP,42380,E. coli non-hemolytic,E. Coli,>1,Invalid,K9-X,0,0,4.2,7.9,0,1,1.018,8,25,0,0,0,0,0,0,4.5,1,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,3,0,0,E. Coli,1 x 10^5,,,,,1,1,0,0,0,0,1,28,Fluoroquinolone & Tetracycline
476644,4824DG,43766,Streptococcus canis,Streptococcus,,,K9-LAB,1,0,6.8,34,0,1,1.023,7,100,0,0,0,0,250,0,5,0,100,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,Streptococcus Canis,1 x 10^5,,,,,1,3,0,0,1,1,1,5,Nitroimidazole
476928,8635CS,42677,E. coli hemolytic,E. Coli,2,S,K9-SCHNAUZER,0,0,7.8,7.1,0,1,1.01,8,25,0,0,0,0,150,0,3.5,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,3,0,0,Hemolytic E. Coli,1 x 10^4,,,,,1,2,0,0,0,0,1,10,Penicillin
476960,358CP,42377,Staph intermedius group,Staphylococcus,0.25,,K9-X,0,0,13.1,6.7,0,3,1.031,8,25,0,0,0,0,250,0,3,1,50,1,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,1,2,0,0,Staphylococcus Intermedius group,1 x 10^5,,,,,1,1,0,0,0,0,1,10,Cephalosporin
477135,5126CY,43145,Enterococcus faecalis,Enterococci,1,,K9-X,0,0,11.1,6.9,0,1,1.033,6,0,0,0,0,1,0,0.1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,3,0,0,Enterococcus Faecalis,9 x 10^2,,,,,1,0,0,0,0,0,1,5,Cephalosporin
477144,1081CP,42383,E. coli hemolytic,E. Coli,>1,Invalid,K9-GRIFF,0,0,7.1,24,0,1,1.017,8,0,0,0,0,0,150,0,5,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^4,,,,,1,0,0,0,0,0,0,0,
477148,1008CP,42383,E. coli hemolytic,E. Coli,>1,Invalid,K9-X,0,0,7.7,24.7,0,1,1.025,8,0,0,0,0,0,0,0,5,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,,0,0,1,1,0,0,0,0,
477245,1786CP,42390,E. coli non-hemolytic,E. Coli,>1,Invalid,K9-ST POOD,1,0,5.8,21.4,0,1,1.02,5,0,0,0,0,0,0,0.1,5,0,50,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Enterococcus Faecium,1 x 10^5,,,,,1,1,0,0,0,0,1,14,Tetracycline & Cephalosporin
477316,1288CP,42394,Enterococcus faecalis,Enterococci,1,,K9-X,0,0,5.1,28,0,3,1.03,7,0,0,0,0,0,10,0.1,4.5,1,100,1,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,2,0,0,Enterococcus Faecalis,1 x 10^5,Hemolytic E. Coli,1 x 10^5,,,1,1,1,9,1,7,0,0,
477405,1400CP,42388,Klebsiella pneumoniae,Klebsiella,>1,,K9-PIT BULL TERRIER,0,1,0,14,4,0,1.005,7,0,0,0,0,0,10,0,5,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Klebsiella Pneumoniae,1 x 10^2,,,,,1,3,0,0,0,0,1,19,Penicillin
477409,73262EM,42383,Staph. pseudintermedius,Staphylococcus,<=0.12,,K9-LAB,1,0,4.2,47.5,4,1,1.061,8,75,0,0,0,3,250,0,5,1,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,Staphylococcus Pseudintermedius,1 x 10^3,,,,,0,1,1,12,0,0,0,0,
477565,1307CQ,42465,E. coli non-hemolytic,E. Coli,4,S,K9-GER SHEP,0,0,3.3,39,0,3,1.024,6,0,0,0,0,0,10,0,5,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,2,0,0,E. Coli,1 x 10^5,E. Coli,1 x 10^3,,,1,0,1,1,0,0,0,0,
477672,3478CP,42403,E. coli non-hemolytic,E. Coli,>1,Invalid,K9-LAB,0,0,0,35,0,1,1.021,8,0,0,0,0,0,0,0,5,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,E. Coli,1 x 10^5,,,,,1,1,0,0,0,0,1,14,Penicillin
477677,8682CP,42443,Enterococcus faecium,Enterococci,>8,,K9-DOBIE,1,1,6.1,42.5,0,3,1.042,6,75,0,0,0,3,250,0,5,0,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,2,2,0,Enterococcus Faecium,1 x 10^5,,,,,1,2,1,2,0,0,1,14,Fluoroquinolone
477680,4504CQ,42487,E. coli hemolytic,E. Coli,>8,R,K9-X,1,0,0,4.9,0,2,1.014,6,0,0,0,0,0,10,0,5,1,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,2,1,0,0,Hemolytic E. Coli,1 x 10^5,,,,,1,0,1,1,0,0,1,14,Fluoroquinolone
477681,5119CR,42565,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-X,0,0,0.2,11.1,0,0,1.031,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Staphylococcus Pseudintermedius,1 x 10^2,,,,,1,0,0,0,0,0,0,0,
477703,512CY,43108,E. coli hemolytic,E. Coli,4,S,K9-X,0,0,1.9,24,0,2,1.022,8,0,0,0,0,0,0,0,5,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Hemolytic E. Coli,9 x 10^2,,,,,1,0,0,0,0,0,0,0,
477748,3195CS,42632,Streptococcus canis,Streptococcus,,,K9-MIN SCHN,0,0,9,7.7,1,2,1.033,5,25,1000,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Streptococcus Canis,2.7 x 10^3,,,,,1,3,1,2,0,0,0,0,
477753,3602CP,42404,Klebsiella aerogenes,Klebsiella,>1,,K9-BULL TER,0,0,3.1,17.2,1,0,1.01,6,150,0,0,0,0,10,0,5,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Enterobacter Aerogenes,4.4 x 10^3,,,,,0,1,1,5,0,0,0,0,
477758,73426EM,42407,Proteus mirabilis,Proteus,1,,K9-COCKER,0,0,6,16.4,3,1,1.02,8,500,0,0,0,0,250,0.5,5,0,50,1,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,Proteus Mirabilis,1 x 10^5,,,,,1,1,1,7,1,4,0,0,
477767,3910CP,42408,E. coli hemolytic,E. Coli,>1,Invalid,K9-LAB,0,0,2.1,35,0,3,1.018,8,150,0,0,0,0,10,0,5,1,20,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,>1 x 10^5,,,,,1,1,1,7,0,0,0,0,
477769,9862DI,44022,E. coli non-hemolytic,E. Coli,2,S,K9-LAB,1,1,2.9,39,0,1,1.013,7,100,0,0,0,0,150,0.1,5,0,100,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,E. Coli,1 x 10^5,Enterococcus Faecalis,1 x 10^5,,,1,2,1,41,1,8,0,0,
477782,4024CP,42408,E. coli hemolytic,E. Coli,>1,Invalid,K9-YORK TER,0,0,12,3.6,0,3,1.023,8,75,0,0,0,0,50,0,2.5,1,100,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,2,0,0,Hemolytic E. Coli,>1 x 10^5,,,,,0,0,1,2,0,0,0,0,
477793,4014CP,42408,E. coli hemolytic,E. Coli,>1,Invalid,K9-LAB,0,0,3.7,36,0,1,1.045,9,25,0,5,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,3,0,0,Hemolytic E. Coli,1 x 10^4,,,,,0,0,1,2,0,0,0,0,
477804,4137CP,42409,E. coli hemolytic,E. Coli,>1,Invalid,K9-E PT,1,0,9.5,23.3,0,3,1.008,7,0,0,0,0,0,250,0,5,1,10,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,>1 x 10^5,,,,,0,4,1,2,0,0,0,0,
477898,4585CP,42411,E. coli non-hemolytic,E. Coli,>1,Invalid,K9-LAB,1,0,4.6,24,0,1,1.021,7,25,0,0,0,3,10,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,3,0,0,E. Coli,1 x 10^5,,,,,0,0,1,4,0,0,0,0,
477970,5872CP,42423,E. coli non-hemolytic,E. Coli,4,S,K9-SCHIPPERKE,1,0,8.2,8.7,3,1,1.046,7,500,0,0,0,3,250,0.2,5,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E. Coli,5 x 10^2,,,,,1,2,1,3,0,0,0,0,
478025,1578CS,42619,E. coli hemolytic,E. Coli,4,S,K9-ENG BULL,1,0,8.7,18,0,3,1.016,6,0,0,0,0,0,0,0,5,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,,1,3,0,0,0,0,1,15,Nitroimidazole
478114,1842CY,43119,Proteus mirabilis,Proteus,1,,K9-GRT DANE,0,0,6.7,64.4,0,1,1.023,8,25,0,0,0,3,250,0,5,1,100,1,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2,0,0,Proteus Mirabilis,1 x 10^5,,,,,1,0,1,1,0,0,0,0,
478233,7423CU,42842,E. coli hemolytic,E. Coli,2,S,K9-DOBIE,1,0,11.3,50.6,0,0,1.013,8,0,0,0,0,0,50,0,5,1,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,,0,0,0,0,0,0,1,48,Nitroimidazole
478247,432CQ,42458,Coagulase Negative Staph Group,Staphylococcus,<=0.25,,K9-LAB,0,0,8.1,26.5,3,1,1.033,9,75,0,0,0,0,250,0,5,1,10,1,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,Coagulase Negative Staphylococcus,>1 x 10^5,,,,,1,3,0,0,0,0,0,0,
478337,4658CQ,42488,E. coli hemolytic,E. Coli,2,S,K9-LAB,1,1,12.1,34.4,0,1,1.018,5,150,0,0,0,3,250,0.2,5,0,100,1,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,Hemolytic E. Coli,1 x 10^5,,,,,1,2,1,1,0,0,0,0,
478512,5836CU,42829,Pseudomonas aeruginosa,Pseudomonas,>8,,K9-LAB,0,0,12.2,36,3,1,1.021,8,500,0,0,0,1,250,0,3.5,1,20,1,100,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,Pseudomonas Aeruginosa,1 x 10^5,,,,,1,3,0,0,0,0,1,13,Penicillin
478516,8693CS,42678,E. coli hemolytic,E. Coli,>8,R,K9-MASTIFF,0,0,3,70.5,4,1,1.039,7,150,0,5,0,3,250,0.1,1.5,0,100,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,Hemolytic E. Coli,1 x 10^5,Enterococcus sp,1 x 10^3,,,0,3,1,1,0,0,0,0,
478578,5296CP,42418,Mycoplasma Sp.,Mycoplasma,,,K9-X,0,0,10.9,16,0,1,1.021,9,25,0,0,0,0,250,0,3.5,1,10,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,Mycoplasma,1 x 10^4,,,,,1,3,0,0,0,0,0,0,
478658,5841CP,42422,E. coli hemolytic,E. Coli,4,S,K9-GER SHEP,0,0,2.2,24,1,3,1.009,7,0,0,0,0,0,150,0,5,0,10,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,Hemolytic E. Coli,>1 x 10^5,,,,,0,0,0,0,0,0,1,14,Cephalosporin
478712,6070CP,42424,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-X/TIB TERR,0,0,1.1,12.1,0,1,1.037,6,25,0,0,0,3,250,0,5,1,10,1,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,2,1,3,0,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,,0,0,1,4,0,0,1,7,Nitroimidazole
478736,6502CP,42426,Corynebacterium Sp.,Corynebacterium,,,K9-AM ESK,0,0,12.2,11.6,0,3,1.022,8,0,0,0,0,0,250,0,5,0,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Corynebacterium,2 x 10^2,,,,,1,2,0,0,0,0,0,0,
478755,2760CZ,43207,E. coli hemolytic,E. Coli,8,S,K9-ROTT,0,1,3.4,55.8,0,3,1.035,8,25,0,0,0,0,0,0,4,1,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,Hemolytic E. Coli,2 x 10^3,,,,,1,0,0,0,0,0,1,10,Penicillin
478766,1624CR,42538,Staph intermedius group,Staphylococcus,>8,,K9-X,0,0,12.2,4.5,0,3,1.011,8,150,0,0,0,0,250,0.1,4,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Staphylococcus Intermedius group,>1 x 10^5,,,,,1,1,0,0,0,0,0,0,
478778,7160CP,42431,E. coli non-hemolytic,E. Coli,>8,R,K9-PUG,0,0,13.2,9.9,0,1,1.025,6,25,0,0,0,0,10,0,5,0,100,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,E. Coli,>1 x 10^5,,,,,0,1,1,2,0,0,1,18,Lincomycin
478834,1477CY,43117,E. coli non-hemolytic,E. Coli,>8,R,K9-LAB,1,0,12.2,43,0,3,1.011,8,0,0,0,0,0,50,0,5,1,50,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,E. Coli,1 x 10^5,,,0,0,1,2,0,0,0,0,
478855,7374CP,42432,Enterococcus faecalis,Enterococci,1,,K9-ENG BULL,0,0,7.2,29.7,0,3,1.026,6,75,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,Enterococcus Faecalis,1 x 10^5,,,,,1,1,0,0,0,0,1,42,Penicillin
478901,8356CR,42591,Coagulase Negative Staph Group,Staphylococcus,<=0.25,,K9-X,0,0,13.6,7.8,0,1,1.035,7,25,0,0,0,3,10,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,Coagulase Negative Staphylococcus,5 x 10^2,,,,,0,0,0,0,0,0,0,0,
478935,7888CP,42437,E. coli non-hemolytic,E. Coli,2,S,K9-CV KC SPAN,0,0,6.9,8.5,0,1,1.043,8,25,0,0,0,0,50,0,5,1,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,0,0,E. Coli,1 x 10^4,,,,,0,0,1,1,0,0,0,0,
479110,8350CP,42440,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-DACH,0,0,10,10.1,0,3,1.017,7,0,0,0,0,0,10,0,5,1,20,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,Staphylococcus Pseudintermedius,>1 x 10^5,,,,,1,2,1,4,0,0,0,0,
479188,8958CP,42445,Staph intermedius group,Staphylococcus,<=0.25,,K9-PUG,0,0,12.7,10.7,0,2,1.029,6,0,0,0,0,0,10,0,4,1,20,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,Staphylococcus Intermedius group,2.9 x 10^3,,,,,1,1,0,0,0,0,1,7,Lincomycin
479286,5099CR,42565,E. coli hemolytic,E. Coli,4,S,K9-LAB,0,1,0.8,27.7,2,1,1.014,7,150,0,0,0,1,250,0,4.5,0,50,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,Hemolytic E. Coli,>1 x 10^5,,,,,1,0,1,1,0,0,0,0,
479352,7179DH,43867,Enterococcus faecalis,Enterococci,1,,K9-X,0,0,12,24,0,2,1.012,5,15,0,0,0,0,0,0,5,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,3,2,0,0,Enterococcus Faecalis,1 x 10^5,,,,,1,0,0,0,0,0,0,0,
479445,5640CS,42653,Streptococcus canis,Streptococcus,<=0.25,,K9-GOLD RET,1,0,7.5,43.6,0,2,1.022,7,75,0,0,0,0,0,0,4.5,0,10,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,Streptococcus Canis,>1 x 10^5,,,,,1,0,0,0,0,0,0,0,
479462,73708EM,42463,Mycoplasma Sp.,Mycoplasma,,,K9-P W CORG,0,0,9.2,15.4,0,0,1.01,7,0,0,0,0,0,0,0,5,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Mycoplasma,1 x 10^4,,,,,0,2,1,7,0,0,0,0,
479497,9838CP,42452,E. coli hemolytic,E. Coli,2,S,K9-BRIARD,1,0,4.7,36,0,3,1.004,8,0,0,0,0,0,150,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,,1,4,0,0,0,0,1,7,Nitroimidazole
479542,378CQ,42457,Staph intermedius group,Staphylococcus,<=0.25,,K9-SCHNAUZER,0,0,5.9,6.6,0,1,1.016,8,150,0,0,0,0,250,0,5,1,100,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,2,0,0,Staphylococcus Intermedius group,1 x 10^5,,,,,1,0,0,0,0,0,0,0,
479554,452CQ,42458,Enterococcus faecalis,Enterococci,1,,K9-HAVANESE,0,0,2.2,6.3,0,2,1.025,7,0,0,0,0,0,10,0,4.5,1,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,2,0,0,Enterococcus Faecalis,2 x 10^3,,,,,1,0,0,0,0,0,1,21,Cephalosporin
479625,3125CQ,42478,E. coli non-hemolytic,E. Coli,4,S,K9-MIN SCHN,0,0,6.6,11.2,0,3,1.017,7,0,0,0,0,0,50,0.1,5,1,50,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,2,2,0,0,E. Coli,1 x 10^5,,,,,1,0,0,0,0,0,0,0,
479644,489658M,42789,E. coli hemolytic,E. Coli,>8,R,K9-LAB,0,1,1.2,21.5,4,1,1.025,8,75,0,0,0,1,250,0.1,5,0,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,Hemolytic E. Coli,>1 x 10^5,,,,,0,1,0,0,0,0,0,0,
479757,5572DB,43389,E. coli non-hemolytic,E. Coli,8,S,K9-HAVANESE,1,0,9.8,6.5,0,3,1.055,7,150,0,0,0,0,250,0,3,0,10,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,Klebsiella Pneumoniae,>1 x 10^5,,,,,1,1,1,3,0,0,0,0,
479880,2729CQ,42474,Enterococcus species,Enterococci,0.5,,K9-PUG,0,0,0,8.2,0,0,1.026,8,0,0,0,0,0,10,0,4,1,20,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Enterococcus sp,1 x 10^5,,,,,1,0,0,0,0,0,0,0,
479918,1441CQ,42465,Enterococcus faecalis,Enterococci,1,,K9-SCOT TER,0,0,9,10.7,0,1,1.025,7,500,0,0,0,0,0,0,5,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,Enterococcus Faecalis,1 x 10^5,,,,,0,1,1,3,0,0,0,0,
